Sentiment,Headline
neutral,TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .
negative,China's rulers appear to have drastically underestimated growing discontent at Xi Jinping's zero-Covid policy.
negative,Parliament's standards chief Kathryn Stone says she cannot investigate as the MP did not break any rules.
neutral,Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations .
negative,Three eco-conscious young people from around the world call for more action on the climate crisis.
negative,A 34-year-old man is charged over the death of the nine-year-old who was shot in her Liverpool home.
neutral,- Tikkurila inspires you to color your life .
positive,Casemiro grabs a late winner as Brazil beat Switzerland 1-0 to progress to the last 16 at the World Cup.
positive,"Saudi Arabia's sports minister says its government would ""definitely support"" private sector Saudi bids for Manchester United and Liverpool."
positive,Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .
neutral,"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls ."
negative,"In his Autumn Statement, the chancellor says his plan seeks to tackle the cost of living crisis."
negative,"Jordan Rapana, Peta Hiku and Jahrome Hughes score two tries each as New Zealand produce a dominant victory over Ireland at Headingley to leave the Wolfhounds on the brink of a World Cup exit."
positive,"Sir Keir Starmer will promise a ""pragmatic"" immigration policy in a speech to business leaders."
neutral,"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said ."
positive,The War on Larkiv game was accepted and promoted by the world's largest children's game platform.
neutral,City CU Welcomes DART Members DALLAS-City CU welcomes the members of DART FCU as they merge with City CU .
neutral,"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products ."
positive,Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .
negative,Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .
neutral,"Based on the 2005 calendar year the combined company had EUR15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees ."
negative,"The offer , deemed too low by Finnlines ' board , stands until 4 pm tomorrow ."
neutral,"Finnish L&T Recoil , a company specialising in used oil regeneration , is building a facility in Hamina in Finland in 2008 ."
positive,The BBCÃ¢ÂÂs Sliced Bread Team have been investigating whether the popular food gadget can save you money.
negative,Cyril Ramaphosa is accused of keeping large sums of cash on his farm then covering up its theft.
positive,Robert Lewandowski has a penalty saved as Poland and Mexico play out a goalless World Cup draw at a fervent Stadium 974.
negative,Rising prices affect parents' shopping habits as sales of Christmas toys are forecast to be hit.
positive,"In April 1945, the BBCÃ¢ÂÂs Richard Dimbleby was the first reporter to enter the liberated Belsen concentration camp.ÃÂ "
neutral,The corrected chapter is in its entirety below .
negative,The MP is sacked as chancellor just weeks after his mini-budget plans led to economic turmoil.
positive,Leicester qualify for the Heineken Champions Cup last 16 with a game to spare as they return to winning ways at Clermont.
negative,The time and cause of Elizabeth II's death have been revealed by Scottish authorities.
negative,Authorities are stopping anyone taking photos at the Shanghai Covid protest site.
positive,"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres ."
negative,If Bitcoin was a boxer it would be on its back on the canvas. It is down but is it out?
positive,A landslide public vote chooses the 2022 word of the year from options prepared by lexicographers.
neutral,"Ahlstrom Corporation STOCK EXCHANGE RELEASE 13.02.2008 Ahlstrom , a global leader in high performance fiber-based materials , today announced the completion of the acquisition of Friend Group Inc. , which consists of West Carrollton Parchment Company and West Carrollton Converting Company ."
neutral,"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn ."
positive,"Watch Kyren Wilson's ""unbelievable"" pot during his second-round match against Mark Allen at the UK Snooker Championship."
negative,"Many of the enigmatic stone-carved statues are ""totally charred"" according to local authorities."
negative,"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock ."
positive,"`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement ."
negative,"On the other hand , Finnish sawmills ' production has decreased even more ."
positive,"Double Olympic champion Adam Peaty says ""I don't get bronze often"" after missing out on the 100m breaststroke title at the World Championships."
positive,"It provides customers with industry-leading elevators , escalators and innovative solutions for maintenance and modernization ."
positive,We can capitalize on our experience from a number of similar bridge projects in the Nordic countries .
positive,"Sky Brown, Jessica Gadirova and Andrea Spendolini-Sirieix are shortlisted for the BBC's Young Sports Personality 2022 award."
neutral,"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors ."
positive,Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .
neutral,We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .
positive,The PM's reaction was keenly awaited after a dramatic week which saw a mini-budget and the pound slump.
positive,James Cleverley and Maros ÃÂ efÃÂoviÃÂ say the agreement gives a new basis for NI protocol talks.
negative,"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn ."
neutral,The Insolvency Act regulates the amount of debt that borrowers are permitted to write off .
positive,Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narrowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .
